PRISM Time Series Data
Locations: 4
"Climate variables: ppt,tmin,tmean,tmax"
Spatial resolution: 800m
Period: 2021-01-01 - 2021-12-31
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: Off
Time series generated: 2026-Apr-23
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Name,Longitude,Latitude,Elevation (m),Date,ppt (mm),tmin (degrees C),tmean (degrees C),tmax (degrees C)
North Rim,-112.0860,36.2819,2631,2021-11-14,0.00,-1.4,7.8,17.0
North Rim,-112.0860,36.2819,2631,2021-11-15,0.00,1.3,10.0,18.6
North Rim,-112.0860,36.2819,2631,2021-11-16,0.00,4.7,11.4,18.1
North Rim,-112.0860,36.2819,2631,2021-11-17,0.00,0.3,5.6,10.8
North Rim,-112.0860,36.2819,2631,2021-11-18,0.00,-3.6,4.4,12.5
North Rim,-112.0860,36.2819,2631,2021-11-19,0.00,-2.6,4.4,11.3
North Rim,-112.0860,36.2819,2631,2021-11-20,0.00,0.9,5.9,10.9
North Rim,-112.0860,36.2819,2631,2021-11-21,0.00,-5.3,2.8,10.9
North Rim,-112.0860,36.2819,2631,2021-11-22,0.00,-4.2,1.6,7.4
North Rim,-112.0860,36.2819,2631,2021-11-23,0.00,-7.0,1.9,10.8
North Rim,-112.0860,36.2819,2631,2021-11-24,4.79,-1.9,2.2,6.3
North Rim,-112.0860,36.2819,2631,2021-11-25,0.00,-6.9,-2.2,2.5
North Rim,-112.0860,36.2819,2631,2021-11-26,0.00,-7.0,-2.6,1.8
North Rim,-112.0860,36.2819,2631,2021-11-27,0.00,-2.0,5.2,12.4
North Rim,-112.0860,36.2819,2631,2021-11-28,0.00,-2.0,5.8,13.6
North Rim,-112.0860,36.2819,2631,2021-11-29,0.00,-2.0,7.2,16.3
North Rim,-112.0860,36.2819,2631,2021-11-30,0.00,-2.0,7.2,16.4
North Rim,-112.0860,36.2819,2631,2021-12-01,0.00,-1.3,6.1,13.6
North Rim,-112.0860,36.2819,2631,2021-12-02,0.00,-1.4,7.0,15.3
North Rim,-112.0860,36.2819,2631,2021-12-03,0.00,-0.7,6.7,14.2
North Rim,-112.0860,36.2819,2631,2021-12-04,0.00,-1.8,5.4,12.5
North Rim,-112.0860,36.2819,2631,2021-12-05,0.00,-2.4,4.5,11.4
North Rim,-112.0860,36.2819,2631,2021-12-06,0.00,-1.9,7.0,15.9
North Rim,-112.0860,36.2819,2631,2021-12-07,0.41,0.4,6.4,12.5
North Rim,-112.0860,36.2819,2631,2021-12-08,2.78,-2.4,0.3,3.0
North Rim,-112.0860,36.2819,2631,2021-12-09,0.00,-1.8,-0.5,0.8
North Rim,-112.0860,36.2819,2631,2021-12-10,22.13,-5.2,-2.8,-0.4
North Rim,-112.0860,36.2819,2631,2021-12-11,0.00,-15.8,-8.6,-1.5
North Rim,-112.0860,36.2819,2631,2021-12-12,0.00,-10.4,-2.9,4.6
North Rim,-112.0860,36.2819,2631,2021-12-13,0.00,-7.0,0.5,8.0
North Rim,-112.0860,36.2819,2631,2021-12-14,0.00,-2.9,1.7,6.3
North Rim,-112.0860,36.2819,2631,2021-12-15,12.41,-8.6,-3.3,1.9
North Rim,-112.0860,36.2819,2631,2021-12-16,0.00,-10.3,-6.7,-3.1
North Rim,-112.0860,36.2819,2631,2021-12-17,0.00,-10.2,-3.6,3.1
North Rim,-112.0860,36.2819,2631,2021-12-18,0.00,-13.0,-3.8,5.3
North Rim,-112.0860,36.2819,2631,2021-12-19,0.00,-9.1,-1.9,5.3
North Rim,-112.0860,36.2819,2631,2021-12-20,0.00,-6.3,2.0,10.3
North Rim,-112.0860,36.2819,2631,2021-12-21,0.00,-2.9,4.5,12.0
North Rim,-112.0860,36.2819,2631,2021-12-22,0.00,-2.9,3.7,10.3
North Rim,-112.0860,36.2819,2631,2021-12-23,0.00,-2.4,4.5,11.4
North Rim,-112.0860,36.2819,2631,2021-12-24,27.16,-1.3,0.9,3.0
North Rim,-112.0860,36.2819,2631,2021-12-25,22.83,-3.5,-1.6,0.2
North Rim,-112.0860,36.2819,2631,2021-12-26,3.84,-4.6,-2.2,0.2
North Rim,-112.0860,36.2819,2631,2021-12-27,2.46,-6.8,-4.9,-3.1
North Rim,-112.0860,36.2819,2631,2021-12-28,2.12,-7.8,-6.8,-5.8
North Rim,-112.0860,36.2819,2631,2021-12-29,15.79,-7.8,-6.6,-5.3
North Rim,-112.0860,36.2819,2631,2021-12-30,0.72,-8.4,-7.7,-7.0
North Rim,-112.0860,36.2819,2631,2021-12-31,2.62,-6.7,-5.8,-4.8

Flagstaff,-111.3844,34.9769,2183,2021-01-01,0.00,-10.1,-3.3,3.5
Flagstaff,-111.3844,34.9769,2183,2021-01-02,0.00,-8.8,-2.6,3.6
Flagstaff,-111.3844,34.9769,2183,2021-01-03,0.00,-8.6,-1.2,6.2
Flagstaff,-111.3844,34.9769,2183,2021-01-04,0.00,-8.0,-0.5,6.9
Flagstaff,-111.3844,34.9769,2183,2021-01-05,0.00,-6.1,3.1,12.4
Flagstaff,-111.3844,34.9769,2183,2021-01-06,0.00,-7.7,1.6,10.9
Flagstaff,-111.3844,34.9769,2183,2021-01-07,0.60,-8.6,1.0,10.5
Flagstaff,-111.3844,34.9769,2183,2021-01-08,0.00,-6.8,3.5,13.8
Flagstaff,-111.3844,34.9769,2183,2021-01-09,0.00,-7.1,1.5,10.2
Flagstaff,-111.3844,34.9769,2183,2021-01-10,0.00,-6.4,-1.7,3.0
Flagstaff,-111.3844,34.9769,2183,2021-01-11,0.00,-11.0,-3.7,3.6
Flagstaff,-111.3844,34.9769,2183,2021-01-12,0.00,-12.3,-4.8,2.8
Flagstaff,-111.3844,34.9769,2183,2021-01-13,0.00,-12.8,-2.9,7.1
Flagstaff,-111.3844,34.9769,2183,2021-01-14,0.00,-8.3,2.5,13.3
Flagstaff,-111.3844,34.9769,2183,2021-01-15,0.00,-3.3,4.1,11.6
Flagstaff,-111.3844,34.9769,2183,2021-01-16,0.00,-3.2,5.0,13.1
Flagstaff,-111.3844,34.9769,2183,2021-01-17,0.00,-4.0,3.4,10.8
Flagstaff,-111.3844,34.9769,2183,2021-01-18,0.00,-7.0,4.4,15.9
Flagstaff,-111.3844,34.9769,2183,2021-01-19,0.35,-4.3,2.4,9.1
Flagstaff,-111.3844,34.9769,2183,2021-01-20,6.59,-2.4,-0.7,1.0
Flagstaff,-111.3844,34.9769,2183,2021-01-21,0.00,-4.2,-0.1,4.0
Flagstaff,-111.3844,34.9769,2183,2021-01-22,4.18,-2.9,2.1,7.1
Flagstaff,-111.3844,34.9769,2183,2021-01-23,13.01,0.0,2.0,3.9
Flagstaff,-111.3844,34.9769,2183,2021-01-24,18.45,-2.6,-0.1,2.3
Flagstaff,-111.3844,34.9769,2183,2021-01-25,16.43,-4.4,-1.8,0.7
Flagstaff,-111.3844,34.9769,2183,2021-01-26,22.62,-8.5,-5.2,-1.9
Flagstaff,-111.3844,34.9769,2183,2021-01-27,16.05,-9.4,-7.1,-4.8
Flagstaff,-111.3844,34.9769,2183,2021-01-28,0.40,-13.3,-4.9,3.5
Flagstaff,-111.3844,34.9769,2183,2021-01-29,0.00,-9.1,0.1,9.3
Flagstaff,-111.3844,34.9769,2183,2021-01-30,5.25,-5.5,-0.7,4.2
Flagstaff,-111.3844,34.9769,2183,2021-01-31,0.00,-8.7,-1.7,5.4
Flagstaff,-111.3844,34.9769,2183,2021-02-01,0.00,-7.0,-1.4,4.3
Flagstaff,-111.3844,34.9769,2183,2021-02-02,0.00,-6.9,1.6,10.1
Flagstaff,-111.3844,34.9769,2183,2021-02-03,0.00,0.9,6.5,12.0
Flagstaff,-111.3844,34.9769,2183,2021-02-04,0.00,-0.4,5.3,10.9
Flagstaff,-111.3844,34.9769,2183,2021-02-05,0.00,-8.1,0.1,8.3
Flagstaff,-111.3844,34.9769,2183,2021-02-06,0.00,-9.5,0.2,10.0
Flagstaff,-111.3844,34.9769,2183,2021-02-07,0.00,-6.3,2.6,11.6
Flagstaff,-111.3844,34.9769,2183,2021-02-08,0.00,-4.7,3.9,12.5
Flagstaff,-111.3844,34.9769,2183,2021-02-09,0.00,-4.6,3.1,10.9
Flagstaff,-111.3844,34.9769,2183,2021-02-10,0.00,-4.0,2.7,9.5
Flagstaff,-111.3844,34.9769,2183,2021-02-11,0.00,-3.7,2.5,8.8
Flagstaff,-111.3844,34.9769,2183,2021-02-12,0.00,-5.3,3.2,11.7
Flagstaff,-111.3844,34.9769,2183,2021-02-13,0.00,-4.5,2.0,8.4
Flagstaff,-111.3844,34.9769,2183,2021-02-14,8.13,-5.0,0.1,5.2
Flagstaff,-111.3844,34.9769,2183,2021-02-15,0.00,-6.3,-1.5,3.3
Flagstaff,-111.3844,34.9769,2183,2021-02-16,1.16,-7.8,-1.5,4.9
Flagstaff,-111.3844,34.9769,2183,2021-02-17,0.00,-6.2,-0.7,4.8
Flagstaff,-111.3844,34.9769,2183,2021-02-18,0.00,-9.4,-3.5,2.4
Flagstaff,-111.3844,34.9769,2183,2021-02-19,0.00,-9.5,-3.5,2.6
Flagstaff,-111.3844,34.9769,2183,2021-02-20,0.00,-7.7,2.5,12.6
Flagstaff,-111.3844,34.9769,2183,2021-02-21,0.00,-5.3,2.1,9.4
Flagstaff,-111.3844,34.9769,2183,2021-02-22,0.00,-8.0,-0.8,6.5
Flagstaff,-111.3844,34.9769,2183,2021-02-23,0.00,-8.1,1.5,11.1
Flagstaff,-111.3844,34.9769,2183,2021-02-24,0.00,-5.2,3.9,12.9
Flagstaff,-111.3844,34.9769,2183,2021-02-25,0.00,-4.2,3.3,10.9
Flagstaff,-111.3844,34.9769,2183,2021-02-26,0.00,-7.3,-1.1,5.1
Flagstaff,-111.3844,34.9769,2183,2021-02-27,0.00,-5.8,2.8,11.5
Flagstaff,-111.3844,34.9769,2183,2021-02-28,0.00,-7.7,-0.2,7.3
Flagstaff,-111.3844,34.9769,2183,2021-03-01,0.00,-10.4,-5.3,-0.3
Flagstaff,-111.3844,34.9769,2183,2021-03-02,0.00,-8.3,-0.3,7.7
Flagstaff,-111.3844,34.9769,2183,2021-03-03,0.00,-8.0,2.4,12.8
Flagstaff,-111.3844,34.9769,2183,2021-03-04,3.18,-4.6,4.0,12.7
Flagstaff,-111.3844,34.9769,2183,2021-03-05,1.91,-2.8,2.8,8.4
Flagstaff,-111.3844,34.9769,2183,2021-03-06,0.00,-2.6,4.6,11.7
Flagstaff,-111.3844,34.9769,2183,2021-03-07,0.00,-1.8,6.2,14.2
Flagstaff,-111.3844,34.9769,2183,2021-03-08,0.00,-1.6,6.6,14.7
Flagstaff,-111.3844,34.9769,2183,2021-03-09,0.00,3.0,8.7,14.4
Flagstaff,-111.3844,34.9769,2183,2021-03-10,0.00,-1.8,4.2,10.2
Flagstaff,-111.3844,34.9769,2183,2021-03-11,1.99,-3.8,0.8,5.3
Flagstaff,-111.3844,34.9769,2183,2021-03-12,7.04,-3.5,-0.8,1.8
Flagstaff,-111.3844,34.9769,2183,2021-03-13,10.73,-5.7,-2.5,0.8
Flagstaff,-111.3844,34.9769,2183,2021-03-14,11.14,-8.9,-5.0,-1.1
Flagstaff,-111.3844,34.9769,2183,2021-03-15,0.00,-6.4,-0.5,5.5
Flagstaff,-111.3844,34.9769,2183,2021-03-16,5.46,-4.5,1.1,6.7
Flagstaff,-111.3844,34.9769,2183,2021-03-17,2.32,-8.1,-3.6,0.9
Flagstaff,-111.3844,34.9769,2183,2021-03-18,0.00,-8.6,1.2,11.1
Flagstaff,-111.3844,34.9769,2183,2021-03-19,0.00,-3.7,5.2,14.2
Flagstaff,-111.3844,34.9769,2183,2021-03-20,0.00,-3.5,6.1,15.8
Flagstaff,-111.3844,34.9769,2183,2021-03-21,0.00,1.3,7.2,13.2
Flagstaff,-111.3844,34.9769,2183,2021-03-22,0.00,-3.2,3.9,11.1
Flagstaff,-111.3844,34.9769,2183,2021-03-23,0.33,-6.1,1.4,8.9
Flagstaff,-111.3844,34.9769,2183,2021-03-24,7.44,-2.8,-1.0,0.7
Flagstaff,-111.3844,34.9769,2183,2021-03-25,0.00,-4.1,-0.1,3.8
Flagstaff,-111.3844,34.9769,2183,2021-03-26,0.97,-3.4,0.0,3.4
Flagstaff,-111.3844,34.9769,2183,2021-03-27,7.70,-2.3,0.3,2.9
Flagstaff,-111.3844,34.9769,2183,2021-03-28,0.00,-2.9,3.3,9.5
Flagstaff,-111.3844,34.9769,2183,2021-03-29,0.00,-1.8,7.3,16.5
Flagstaff,-111.3844,34.9769,2183,2021-03-30,0.00,0.9,8.9,16.8
Flagstaff,-111.3844,34.9769,2183,2021-03-31,0.00,-1.6,6.3,14.1
Flagstaff,-111.3844,34.9769,2183,2021-04-01,0.00,-3.4,4.1,11.7
Flagstaff,-111.3844,34.9769,2183,2021-04-02,3.35,-2.7,8.9,20.4
Flagstaff,-111.3844,34.9769,2183,2021-04-03,1.24,1.1,9.4,17.7
Flagstaff,-111.3844,34.9769,2183,2021-04-04,0.00,1.3,11.5,21.7
Flagstaff,-111.3844,34.9769,2183,2021-04-05,0.00,3.6,13.1,22.5
Flagstaff,-111.3844,34.9769,2183,2021-04-06,0.00,4.1,12.2,20.4
Flagstaff,-111.3844,34.9769,2183,2021-04-07,0.00,-0.8,8.2,17.3
Flagstaff,-111.3844,34.9769,2183,2021-04-08,0.00,-2.9,8.2,19.3
Flagstaff,-111.3844,34.9769,2183,2021-04-09,0.00,2.0,10.5,18.9
Flagstaff,-111.3844,34.9769,2183,2021-04-10,0.00,-1.2,9.0,19.3
Flagstaff,-111.3844,34.9769,2183,2021-04-11,0.00,-1.9,8.6,19.2
Flagstaff,-111.3844,34.9769,2183,2021-04-12,0.00,-2.0,8.6,19.2
Flagstaff,-111.3844,34.9769,2183,2021-04-13,0.00,2.7,10.8,19.0
Flagstaff,-111.3844,34.9769,2183,2021-04-14,0.00,3.0,9.5,16.0
Flagstaff,-111.3844,34.9769,2183,2021-04-15,0.00,4.0,9.9,15.8
Flagstaff,-111.3844,34.9769,2183,2021-04-16,0.00,-3.2,4.9,13.1
Flagstaff,-111.3844,34.9769,2183,2021-04-17,0.00,-4.7,4.4,13.6
Flagstaff,-111.3844,34.9769,2183,2021-04-18,0.00,-2.2,3.5,9.3
Flagstaff,-111.3844,34.9769,2183,2021-04-19,0.00,-3.6,3.9,11.3
Flagstaff,-111.3844,34.9769,2183,2021-04-20,0.00,-4.7,6.2,17.0
Flagstaff,-111.3844,34.9769,2183,2021-04-21,0.00,-0.2,9.2,18.7
Flagstaff,-111.3844,34.9769,2183,2021-04-22,0.00,3.2,9.6,15.9
Flagstaff,-111.3844,34.9769,2183,2021-04-23,0.49,1.6,7.9,14.2
Flagstaff,-111.3844,34.9769,2183,2021-04-24,0.00,-0.6,7.5,15.5
Flagstaff,-111.3844,34.9769,2183,2021-04-25,0.00,0.4,8.7,17.0
Flagstaff,-111.3844,34.9769,2183,2021-04-26,0.00,6.3,12.1,17.8
Flagstaff,-111.3844,34.9769,2183,2021-04-27,1.97,2.3,7.3,12.2
Flagstaff,-111.3844,34.9769,2183,2021-04-28,2.59,-1.0,3.6,8.2
Flagstaff,-111.3844,34.9769,2183,2021-04-29,0.00,0.3,6.9,13.5
Flagstaff,-111.3844,34.9769,2183,2021-04-30,0.00,1.3,10.4,19.4
Flagstaff,-111.3844,34.9769,2183,2021-05-01,0.00,0.8,12.6,24.3
Flagstaff,-111.3844,34.9769,2183,2021-05-02,0.00,6.9,14.6,22.3
Flagstaff,-111.3844,34.9769,2183,2021-05-03,0.00,4.1,11.3,18.5
Flagstaff,-111.3844,34.9769,2183,2021-05-04,0.00,-0.0,8.4,16.9
Flagstaff,-111.3844,34.9769,2183,2021-05-05,0.00,0.3,10.4,20.6
Flagstaff,-111.3844,34.9769,2183,2021-05-06,0.00,2.8,13.4,24.0
Flagstaff,-111.3844,34.9769,2183,2021-05-07,0.00,4.0,14.7,25.5
Flagstaff,-111.3844,34.9769,2183,2021-05-08,0.00,4.5,13.3,22.0
Flagstaff,-111.3844,34.9769,2183,2021-05-09,0.00,2.1,11.1,20.1
Flagstaff,-111.3844,34.9769,2183,2021-05-10,0.00,1.6,10.5,19.3
Flagstaff,-111.3844,34.9769,2183,2021-05-11,0.00,1.6,10.8,19.9
Flagstaff,-111.3844,34.9769,2183,2021-05-12,0.00,-0.2,10.5,21.2
Flagstaff,-111.3844,34.9769,2183,2021-05-13,0.00,0.7,12.0,23.2
Flagstaff,-111.3844,34.9769,2183,2021-05-14,0.00,2.2,13.6,24.9
Flagstaff,-111.3844,34.9769,2183,2021-05-15,0.00,3.6,13.8,23.9
Flagstaff,-111.3844,34.9769,2183,2021-05-16,0.00,6.1,13.7,21.3
Flagstaff,-111.3844,34.9769,2183,2021-05-17,0.00,0.3,9.1,17.9
Flagstaff,-111.3844,34.9769,2183,2021-05-18,0.00,0.3,8.2,16.2
Flagstaff,-111.3844,34.9769,2183,2021-05-19,0.00,2.9,12.0,21.1
Flagstaff,-111.3844,34.9769,2183,2021-05-20,0.00,6.9,14.8,22.7
Flagstaff,-111.3844,34.9769,2183,2021-05-21,4.41,7.2,14.3,21.3
Flagstaff,-111.3844,34.9769,2183,2021-05-22,5.49,2.7,8.2,13.8
Flagstaff,-111.3844,34.9769,2183,2021-05-23,0.00,-2.7,5.1,13.0
Flagstaff,-111.3844,34.9769,2183,2021-05-24,0.00,-4.1,6.3,16.7
Flagstaff,-111.3844,34.9769,2183,2021-05-25,0.00,-1.3,10.1,21.5
Flagstaff,-111.3844,34.9769,2183,2021-05-26,0.00,0.9,12.0,23.1
Flagstaff,-111.3844,34.9769,2183,2021-05-27,0.00,3.9,12.2,20.5
Flagstaff,-111.3844,34.9769,2183,2021-05-28,0.00,2.4,13.3,24.2
Flagstaff,-111.3844,34.9769,2183,2021-05-29,0.00,3.9,14.5,25.1
Flagstaff,-111.3844,34.9769,2183,2021-05-30,0.00,4.2,14.2,24.2
Flagstaff,-111.3844,34.9769,2183,2021-05-31,0.00,3.4,14.0,24.6
Flagstaff,-111.3844,34.9769,2183,2021-06-01,0.00,7.4,15.5,23.6
Flagstaff,-111.3844,34.9769,2183,2021-06-02,0.00,7.1,16.7,26.3
Flagstaff,-111.3844,34.9769,2183,2021-06-03,0.00,9.5,17.6,25.7
Flagstaff,-111.3844,34.9769,2183,2021-06-04,0.00,13.2,20.9,28.6
Flagstaff,-111.3844,34.9769,2183,2021-06-05,0.00,13.2,20.5,27.9
Flagstaff,-111.3844,34.9769,2183,2021-06-06,0.00,11.7,20.3,29.0
Flagstaff,-111.3844,34.9769,2183,2021-06-07,0.00,8.3,17.2,26.0
Flagstaff,-111.3844,34.9769,2183,2021-06-08,0.00,5.5,14.8,24.1
Flagstaff,-111.3844,34.9769,2183,2021-06-09,0.00,5.9,14.9,23.9
Flagstaff,-111.3844,34.9769,2183,2021-06-10,0.00,9.3,17.4,25.6
Flagstaff,-111.3844,34.9769,2183,2021-06-11,0.00,4.7,15.0,25.3
Flagstaff,-111.3844,34.9769,2183,2021-06-12,0.00,4.7,16.6,28.4
Flagstaff,-111.3844,34.9769,2183,2021-06-13,0.00,5.1,17.8,30.4
Flagstaff,-111.3844,34.9769,2183,2021-06-14,0.00,9.3,20.6,32.0
Flagstaff,-111.3844,34.9769,2183,2021-06-15,0.00,9.8,21.4,33.0
Flagstaff,-111.3844,34.9769,2183,2021-06-16,0.00,16.7,26.0,35.2
Flagstaff,-111.3844,34.9769,2183,2021-06-17,0.00,17.4,25.8,34.2
Flagstaff,-111.3844,34.9769,2183,2021-06-18,0.00,16.7,24.8,32.9
Flagstaff,-111.3844,34.9769,2183,2021-06-19,0.00,15.3,24.1,33.0
Flagstaff,-111.3844,34.9769,2183,2021-06-20,0.41,14.2,23.9,33.5
Flagstaff,-111.3844,34.9769,2183,2021-06-21,0.00,15.6,24.3,33.1
Flagstaff,-111.3844,34.9769,2183,2021-06-22,0.00,13.5,21.9,30.3
Flagstaff,-111.3844,34.9769,2183,2021-06-23,0.00,12.7,21.2,29.6
Flagstaff,-111.3844,34.9769,2183,2021-06-24,2.01,10.8,15.9,21.0
Flagstaff,-111.3844,34.9769,2183,2021-06-25,0.00,10.4,17.6,24.7
Flagstaff,-111.3844,34.9769,2183,2021-06-26,0.00,9.4,17.4,25.4
Flagstaff,-111.3844,34.9769,2183,2021-06-27,0.68,8.7,17.8,26.8
Flagstaff,-111.3844,34.9769,2183,2021-06-28,0.00,12.2,20.1,27.9
Flagstaff,-111.3844,34.9769,2183,2021-06-29,0.00,10.3,18.4,26.4
Flagstaff,-111.3844,34.9769,2183,2021-06-30,0.00,9.5,17.0,24.5
Flagstaff,-111.3844,34.9769,2183,2021-07-01,2.98,8.1,16.1,24.1
Flagstaff,-111.3844,34.9769,2183,2021-07-02,0.00,8.8,17.8,26.8
Flagstaff,-111.3844,34.9769,2183,2021-07-03,0.00,12.5,19.0,25.5
Flagstaff,-111.3844,34.9769,2183,2021-07-04,0.47,13.3,20.1,26.9
Flagstaff,-111.3844,34.9769,2183,2021-07-05,3.03,14.3,21.4,28.6
Flagstaff,-111.3844,34.9769,2183,2021-07-06,0.33,15.1,22.1,29.1
Flagstaff,-111.3844,34.9769,2183,2021-07-07,0.00,14.0,22.9,31.8
Flagstaff,-111.3844,34.9769,2183,2021-07-08,0.00,13.5,23.3,33.2
Flagstaff,-111.3844,34.9769,2183,2021-07-09,0.00,15.8,24.1,32.4
Flagstaff,-111.3844,34.9769,2183,2021-07-10,0.00,16.6,25.4,34.3
Flagstaff,-111.3844,34.9769,2183,2021-07-11,0.62,17.3,26.4,35.5
Flagstaff,-111.3844,34.9769,2183,2021-07-12,0.00,15.8,25.0,34.2
Flagstaff,-111.3844,34.9769,2183,2021-07-13,0.65,17.9,24.4,30.8
Flagstaff,-111.3844,34.9769,2183,2021-07-14,15.34,14.9,22.3,29.8
Flagstaff,-111.3844,34.9769,2183,2021-07-15,10.81,13.8,19.4,24.9
Flagstaff,-111.3844,34.9769,2183,2021-07-16,6.32,13.5,19.1,24.7
Flagstaff,-111.3844,34.9769,2183,2021-07-17,7.01,13.0,19.3,25.6
Flagstaff,-111.3844,34.9769,2183,2021-07-18,0.45,12.7,19.0,25.4
Flagstaff,-111.3844,34.9769,2183,2021-07-19,1.87,12.3,18.9,25.5
Flagstaff,-111.3844,34.9769,2183,2021-07-20,2.34,13.9,20.2,26.5
Flagstaff,-111.3844,34.9769,2183,2021-07-21,1.52,14.2,21.1,28.0
Flagstaff,-111.3844,34.9769,2183,2021-07-22,3.10,14.7,20.5,26.3
Flagstaff,-111.3844,34.9769,2183,2021-07-23,4.06,13.3,19.9,26.5
Flagstaff,-111.3844,34.9769,2183,2021-07-24,29.64,13.5,18.1,22.7
Flagstaff,-111.3844,34.9769,2183,2021-07-25,16.53,12.0,17.5,23.0
Flagstaff,-111.3844,34.9769,2183,2021-07-26,7.71,10.9,16.1,21.4
Flagstaff,-111.3844,34.9769,2183,2021-07-27,0.00,11.3,17.1,23.0
Flagstaff,-111.3844,34.9769,2183,2021-07-28,0.00,10.7,18.3,25.9
Flagstaff,-111.3844,34.9769,2183,2021-07-29,1.50,13.8,19.3,24.8
Flagstaff,-111.3844,34.9769,2183,2021-07-30,6.53,11.6,18.5,25.3
Flagstaff,-111.3844,34.9769,2183,2021-07-31,6.84,11.2,17.2,23.2
Flagstaff,-111.3844,34.9769,2183,2021-08-01,1.36,11.8,17.8,23.8
Flagstaff,-111.3844,34.9769,2183,2021-08-02,1.90,11.2,18.4,25.6
Flagstaff,-111.3844,34.9769,2183,2021-08-03,0.52,12.0,20.0,27.9
Flagstaff,-111.3844,34.9769,2183,2021-08-04,0.34,11.5,20.5,29.5
Flagstaff,-111.3844,34.9769,2183,2021-08-05,0.00,11.3,20.6,30.0
Flagstaff,-111.3844,34.9769,2183,2021-08-06,0.00,10.0,20.1,30.2
Flagstaff,-111.3844,34.9769,2183,2021-08-07,0.00,14.5,21.2,28.0
Flagstaff,-111.3844,34.9769,2183,2021-08-08,0.00,12.2,20.2,28.1
Flagstaff,-111.3844,34.9769,2183,2021-08-09,0.00,11.2,19.7,28.1
Flagstaff,-111.3844,34.9769,2183,2021-08-10,1.30,11.9,19.5,27.1
Flagstaff,-111.3844,34.9769,2183,2021-08-11,1.50,12.7,17.8,22.9
Flagstaff,-111.3844,34.9769,2183,2021-08-12,4.76,12.2,17.4,22.6
Flagstaff,-111.3844,34.9769,2183,2021-08-13,1.74,13.5,19.2,24.9
Flagstaff,-111.3844,34.9769,2183,2021-08-14,7.64,13.4,19.7,26.0
Flagstaff,-111.3844,34.9769,2183,2021-08-15,0.00,12.3,19.4,26.5
Flagstaff,-111.3844,34.9769,2183,2021-08-16,2.55,12.0,20.1,28.1
Flagstaff,-111.3844,34.9769,2183,2021-08-17,2.46,12.2,18.9,25.5
Flagstaff,-111.3844,34.9769,2183,2021-08-18,3.53,14.0,18.7,23.5
Flagstaff,-111.3844,34.9769,2183,2021-08-19,12.53,12.7,14.9,17.1
Flagstaff,-111.3844,34.9769,2183,2021-08-20,2.23,10.1,14.8,19.5
Flagstaff,-111.3844,34.9769,2183,2021-08-21,0.00,8.3,15.6,23.0
Flagstaff,-111.3844,34.9769,2183,2021-08-22,0.00,8.5,15.9,23.4
Flagstaff,-111.3844,34.9769,2183,2021-08-23,0.00,7.7,16.4,25.1
Flagstaff,-111.3844,34.9769,2183,2021-08-24,0.00,8.9,17.2,25.5
Flagstaff,-111.3844,34.9769,2183,2021-08-25,0.00,8.1,17.2,26.3
Flagstaff,-111.3844,34.9769,2183,2021-08-26,0.00,8.7,18.6,28.4
Flagstaff,-111.3844,34.9769,2183,2021-08-27,0.00,12.2,20.4,28.6
Flagstaff,-111.3844,34.9769,2183,2021-08-28,0.00,11.5,20.3,29.0
Flagstaff,-111.3844,34.9769,2183,2021-08-29,1.75,11.4,19.9,28.4
Flagstaff,-111.3844,34.9769,2183,2021-08-30,0.40,12.7,20.8,28.9
Flagstaff,-111.3844,34.9769,2183,2021-08-31,0.60,13.9,20.5,27.0
Flagstaff,-111.3844,34.9769,2183,2021-09-01,14.07,13.4,18.2,22.9
Flagstaff,-111.3844,34.9769,2183,2021-09-02,11.27,12.1,16.1,20.1
Flagstaff,-111.3844,34.9769,2183,2021-09-03,3.43,10.4,16.4,22.5
Flagstaff,-111.3844,34.9769,2183,2021-09-04,2.32,9.6,16.8,24.1
Flagstaff,-111.3844,34.9769,2183,2021-09-05,0.41,9.9,18.0,26.2
Flagstaff,-111.3844,34.9769,2183,2021-09-06,0.32,10.2,18.8,27.4
Flagstaff,-111.3844,34.9769,2183,2021-09-07,0.00,9.5,18.8,28.2
Flagstaff,-111.3844,34.9769,2183,2021-09-08,0.00,9.0,19.1,29.2
Flagstaff,-111.3844,34.9769,2183,2021-09-09,0.00,8.7,19.1,29.6
Flagstaff,-111.3844,34.9769,2183,2021-09-10,2.16,11.2,19.9,28.7
Flagstaff,-111.3844,34.9769,2183,2021-09-11,0.00,10.6,18.7,26.9
Flagstaff,-111.3844,34.9769,2183,2021-09-12,0.00,9.3,18.1,26.9
Flagstaff,-111.3844,34.9769,2183,2021-09-13,0.00,9.5,18.6,27.6
Flagstaff,-111.3844,34.9769,2183,2021-09-14,0.00,9.9,18.5,27.1
Flagstaff,-111.3844,34.9769,2183,2021-09-15,0.00,10.3,18.4,26.4
Flagstaff,-111.3844,34.9769,2183,2021-09-16,0.00,8.8,17.4,25.9
Flagstaff,-111.3844,34.9769,2183,2021-09-17,0.00,7.4,16.3,25.3
Flagstaff,-111.3844,34.9769,2183,2021-09-18,0.00,7.2,16.3,25.4
Flagstaff,-111.3844,34.9769,2183,2021-09-19,0.76,8.8,16.4,24.0
